Field,Experience,Location,Company Size,Salary,Job Requirements,URL
Bán lẻ - Hàng tiêu dùng - FMCG,2 năm,Hà Nội,500-1000 nhân viên,10 - 12 triệu,"Yêu cầu ứng viên
- Trình độ đào tạo: Tốt nghiệp Đại học trở lên các chuyên ngành.
- Độ tuổi: 25 - 40 tuổi.
- Kinh nghiệm: Có 2-3 năm kinh nghiệm ở vị trí tương đương. Ưu tiên ứng viên có kinh nghiệm các mảng FMCG, thực phẩm chức năng, sữa, hóa mỹ phẩm....
- Tin học: Thành thạo tin học văn phòng, các phần mềm, ứng dụng liên quan đến chuyên môn.
- Kỹ năng:
• Thành thạo trong việc lập kế hoạch, xây dựng chiến lược ngắn, trung và dài hạn.
• Kinh nghiệm trong xác định đối tượng mục tiêu, kênh thu hút khách hàng tiềm năng.
• Hiểu rõ về các nền tảng như Facebook, Instagram, LinkedIn, Twitter, TikTok, YouTube và các nền tảng xã hội khác.
• Kiến thức về các chiến lược marketing trên mạng xã hội, bao gồm xây dựng chiến lược nội dung, tăng trưởng cộng đồng, và phát triển các chiến dịch quảng cáo hiệu quả.",https://www.topcv.vn/viec-lam/chuyen-vien-quan-ly-mang-xa-hoi-thu-nhap-den-12-trieu/1673236.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443793
Bán lẻ - Hàng tiêu dùng - FMCG,2 năm,Hà Nội,500-1000 nhân viên,10 - 12 triệu,"Yêu cầu ứng viên
- Trình độ đào tạo: Đại học, tốt nghiệp chuyên ngành truyền thông, PR, marketing, báo chí là một lợi thế.
- Giới tính: Nam/Nữ.
- Độ tuổi: 22 - 35 tuổi
- Kinh nghiệm: Tối thiểu 2 năm kinh nghiệm ở vị trí tương đương.
- Kỹ năng:
• Hiểu biết và có kinh nghiệm thực hiện nhiều hình thức content trên social.
• Kỹ năng viết và tư duy ngôn ngữ tốt.
• Giàu sáng tạo, nhiều ý tưởng.
• Kỹ năng đọc hiểu Tiếng Anh tốt.
• Thành thạo các công cụ Microsoft Office: Power Point, Word, Excel...",https://www.topcv.vn/viec-lam/chuyen-vien-content-marketing-thu-nhap-den-12-trieu/1673232.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443793
Marketing / Truyền thông / Quảng cáo,1 năm,Hà Nội,25-99 nhân viên,9 - 15 triệu,"Yêu cầu ứng viên
• Kinh nghiệm:
Tối thiểu 1-3 năm kinh nghiệm trong lĩnh vực content marketing, ưu tiên có kinh nghiệm về mỹ phẩm, spa...
Có kinh nghiệm sáng tạo nội dung cho TikTok, Facebook là lợi thế.
• Kỹ năng:
Viết lách tốt, sáng tạo, hiểu tâm lý khách hàng.
Biết sử dụng các công cụ thiết kế cơ bản (Canva, CapCut,...) là lợi thế.
Nắm bắt xu hướng tốt, tư duy linh hoạt, chủ động trong công việc.
Hoạt ngôn, tự tin trước ống kính, có khả năng dẫn dắt nội dung và tương tác với khán giả.",https://www.topcv.vn/viec-lam/chuyen-vien-content-sang-tao-noi-dung/1687610.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443793
Bán lẻ - Hàng tiêu dùng - FMCG,Không yêu cầu,Hồ Chí Minh,10-24 nhân viên,8 - 10 triệu,"Yêu cầu ứng viên
- Có hiểu biết và rành sử dụng các nền tảng mạng xã hội (facebook, youtube, zalo, tiktok) giúp cho việc marketing của công ty
- Biết sử dụng máy tính để hỗ trợ chăm sóc khách hàng
- Biết tiếng Anh cơ bản
- Có khả năng làm việc nhóm, giao tiếp tốt
- Chịu được áp lực",https://www.topcv.vn/viec-lam/nhan-vien-digital-marketing-ban-hang-nu/1678570.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443793
Bán lẻ - Hàng tiêu dùng - FMCG,2 năm,Hà Nội,100-499 nhân viên,13 - 18 triệu,"Yêu cầu ứng viên
Kinh nghiệm tối thiểu trên 2 năm trong lĩnh vực thiết kế 3D
Có kinh nghiệm trong mảng Kiến trúc, Nội thất
Sử dụng tốt các phần mềm 3D như Autocad, 3D Max, Sketchup, Cinema 4D, Photoshop và các phần mềm liên quan.",https://www.topcv.vn/viec-lam/chuyen-vien-thiet-ke-3d-designer-sp-noi-that/1626390.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443793
Nông Lâm Ngư nghiệp,Dưới 1 năm,Hà Nội,100-499 nhân viên,9 - 15 triệu,"Yêu cầu ứng viên
Nam, tốt nghiệp đại học trở lên chuyên ngành về Nông nghiệp, Kinh tế, Quản trị kinh doanh, Marketing, truyền thông,...
Sức khỏe tốt, trách nhiệm, nhiệt tình với công việc.
Ký năng giao tiếp, thuyết trình tốt
Sử dụng tốt tin học văn phòng.",https://www.topcv.vn/viec-lam/nhan-vien-marketing-ptsp/1683702.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443793
Dược phẩm / Y tế / Công nghệ sinh học,1 năm,"Hà Nội, Hồ Chí Minh",100-499 nhân viên,8.5 - 10 triệu,"Yêu cầu ứng viên
Tốt nghiệp Đại học chuyên ngành Marketing/ QTKD/ Dược.
Tối thiểu 01 năm kinh nghiệm ở vị trí tương đương
Am hiểu về kiến thức Marketing và xây dựng thương hiệu.
Hiểu biết về Digital Marketing và các công cụ Digital marketing.",https://www.topcv.vn/viec-lam/tro-ly-nhan-nganh-duoc-pham-thu-nhap-tu-8-5-10-trieu-lam-viec-tai-ha-noi-va-ho-chi-minh/1684072.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443793
Thương mại điện tử,1 năm,Đà Nẵng,25-99 nhân viên,8 - 12 triệu,"Yêu cầu ứng viên
Đại học trở lên các chuyên ngành: Truyền thông, Marketing, PR, Báo Chí, Creator,...
Có 1-2 năm kinh nghiệm tại vị trí tương đương. Đã có kinh nghiệm quản lý là lợi thế.
Sáng tạo, tư duy ngôn ngữ & hình ảnh tốt, thường xuyên cập nhật các xu hướng mới.
Kỹ năng sử dụng các công cụ làm việc cơ bản: Capcut, Canva, Photoshop...
Kỹ năng hiểu và sáng tạo nội dung đa nền tảng: Facebook, Instagram, Website, Tiktok
Thái độ cầu tiến, học hỏi không giới hạn. Luôn chủ động - tích cực - phối hợp teamwork và báo cáo.
Sử dụng tốt tiếng Anh (Đọc-Viết) là lợi thế.",https://www.topcv.vn/viec-lam/content-creator-tai-da-nang-thu-nhap-len-toi-12-trieu/1685500.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443793
Marketing / Truyền thông / Quảng cáo,1 năm,Hà Nội,100-499 nhân viên,9 - 14 triệu,"Yêu cầu ứng viên
- Tối thiểu 1 năm kinh nghiệm ở vị trí tương đương;
- Ưu tiên kinh nghiệm làm PR, truyền thông lĩnh vực y tế, sức khỏe, làm đẹp;
- Khả năng sáng tạo cao, tư duy nhạy bén, logic, chủ động trong công việc;
- Trách nhiệm với công việc, cẩn thận, nhiệt tình, ham học hỏi, có laptop cá nhân;",https://www.topcv.vn/viec-lam/content-marketing-sang-tao-noi-dung-pr-thu-nhap-tu-9-14-trieu-tai-khu-vuc-nam-tu-liem/1644600.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443793
Khác,Không yêu cầu,Hồ Chí Minh,25-99 nhân viên,8 - 20 triệu,"Yêu cầu ứng viên
- Độ tuổi: 18 - 30 tuổi
- Giới tính: ưu tiên ứng viên Nam, hoặc LGBT Nam.
- Không yêu cầu kinh nghiệm
- Chấp nhận sinh viên thực tập có lương
- Khu vực: Hồ Chí Minh
- Ưu tiên kỹ năng giao tiếp tốt
- Linh hoạt trong công việc
- Có ngoại hình ưa nhìn là một lợi thế",https://www.topcv.vn/viec-lam/chuyen-vien-cham-soc-idol-yeu-cau-nam-thu-nhap-8-20-trieu-thang-tai-ho-chi-minh/1689944.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443793
Khác,1 năm,Hà Nội,25-99 nhân viên,12 - 14 triệu,"Yêu cầu ứng viên
Có kinh nghiệm từ 01 năm ở vị trí Content Marketing cho các sản phẩm làm đẹp hoặc ngành dịch vụ, sức khỏe
Chủ động, chăm chỉ, có trách nhiệm công việc
Tư duy thẩm mỹ tốt là một lợi thế
Giao tiếp, làm việc nhóm tốt, khả năng truyền đạt ý tưởng cho Media
Hiểu biết cơ bản về phần mềm chỉnh sửa, edit: Capcut…",https://www.topcv.vn/viec-lam/content-marketing-mang-lam-dep-thu-nhap-12-14-trieu-tai-ha-noi/1691231.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443793
Du lịch,1 năm,Ninh Bình,1000+ nhân viên,Từ 20 triệu,"Yêu cầu ứng viên
""1. Kiến thức/ Kinh nghiệm
- Tốt nghiệp từ Đại học trở lên các ngành Marketing, Kinh tế, Quản trị kinh doanh, truyền thông, báo chí hoặc các lĩnh vực tương tự.
- Có kiến thức về sản phẩm, về công ty, về quản trị thương hiệu & nhận diện thương hiệu.
- Am hiểu các Luật về quảng cáo, truyền thông, sở hữu trí tuệ...
- Có kiến thức về content marketing, xây dựng concept...
- Có kiến thức về xử lý khủng hoảng truyền thông.
- Kiến thức về xây dựng kế hoạch kinh doanh của doanh nghiệp.
2. Kỹ năng:
- Kỹ năng lập kế hoạch, tổ chức công việc.
- Kỹ năng tự tạo động lực bản thân và tạo động lực, thúc đẩy đội nhóm.
- Kỹ năng phân tích, đánh giá khách hàng, đánh giá thị trường.
- Kỹ năng xây dựng concept, content, sử dụng một số phần mềm thiết kế.
- Xây dựng, duy trì, phát triển các mối quan hệ công chúng (với các cơ quan như báo chí, đài...).
- Tư duy mạch lạc, óc sáng tạo, tính thẩm mỹ cao.
3. Phẩm chất/Thái độ:
- Là người năng động, nhiệt huyết với công việc.
- Tinh thần cống hiến. Hòa đồng, cởi mở, xây dựng quan hệ hiệu quả.
- Tuân thủ kỷ luật, nội quy lao động, văn hóa doanh nghiệp;
- Khả năng chịu đựng áp lực công việc.""",https://www.topcv.vn/viec-lam/truong-ban-truyen-thong-thu-nhap-tu-20-40-trieu/1668037.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443793
Sản xuất,5 năm,Long An,100-499 nhân viên,Thoả thuận,"Yêu cầu ứng viên
- Trình độ học vấn/ bằng: cấp Đại học
- Kiến thức chuyên môn: Chuyên ngành nông học
- Kinh nghiệm làm việc: >5 năm, biên soạn tài liệu và thực hành ngoài ruộng vườn. Ưu tiên ứng viên có kinh nghiệm lĩnh vực nông nghiệp, FMCG
- Kỹ năng:
Trình bày, giao tiếp tốt.
Kinh nghiệm làm diễn giả trước đám đông.
Thành thạo tin học văn phòng: word, ppt, excel..
- Phẩm chất cá nhân: Trung thực, thân thiện
- Yêu cầu khác: Chịu được áp lực công việc",https://www.topcv.vn/viec-lam/truong-phong-ky-thuat-san-pham-technical-manager-thu-nhap-tu-35-46-trieu/1657164.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443793
Bất động sản,1 năm,Hà Nội,100-499 nhân viên,12 - 18 triệu,"Yêu cầu ứng viên
SEO on-page: tối ưu tiêu đề, meta, heading, liên kết nội bộ.
SEO off-page: xây dựng backlink chất lượng, quản lý traffic.
Thành thạo Google Search Console, Google Analytics, Ahrefs, SEMrush.
Kỹ năng nghiên cứu từ khóa, tối ưu nội dung theo thuật toán Google.
Hiểu biết về Content Marketing và phối hợp với team Content.
(Đã làm tại các môi trường bất động sản là một lợi thế)",https://www.topcv.vn/viec-lam/seo-marketing-toi-uu-hoa-tim-kiem-luong-12-18-trieu/1647255.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443793
Dược phẩm / Y tế / Công nghệ sinh học,1 năm,Hà Nội,100-499 nhân viên,9 - 13 triệu,"Yêu cầu ứng viên
Kinh nghiệm: 1-2 năm
CHẤP NHẬN ỨNG VIÊN MỚI CÓ PORTFOLIO NỔI BẬT
Thành thạo công cụ thiết kế: Premiere, Capcut, After Effect, Photoshop (biết Premiere/After Effects là lợi thế).
Tư duy sáng tạo, gu thẩm mỹ tốt, làm việc nhóm hiệu quả.
Chạy Graphic và Sound Design cơ bản
Tư duy sáng tạo và gu thẩm mỹ",https://www.topcv.vn/viec-lam/thiet-ke-do-hoa-graphic-designer-luong-up-to-13-trieu-di-lam-ngay-tai-ha-noi/1672231.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443793
N/A,N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/brand/fptedu1/tuyen-dung/leader-marketing-j1668602.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443793
Sản xuất,3 năm,Long An,100-499 nhân viên,Thoả thuận,"Yêu cầu ứng viên
- Trình độ học vấn/ bằng cấp: Đại học
- Kiến thức chuyên môn: Chuyên ngành Marketing
- Kinh nghiệm làm việc: >3 năm, ưu tiên kinh nghiệm trong nông nghiệp, FMCG.
- Kỹ năng:
Trình bày, giao tiếp,thương lượng
Tư duy logic, lập luận thuyết phục.
Tư duy chiến lược
Thành thạo tin học văn phòng: word, ppt, excel...
- Phẩm chất cá nhân: Trung thực, thân thiện
- Yêu cầu khác: Chịu được áp lực công việc",https://www.topcv.vn/viec-lam/truong-phong-thuong-hieu-product-manager-thu-nhap-tu-35-46-trieu/1657138.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443793
Thương mại điện tử,Không yêu cầu,Hồ Chí Minh,25-99 nhân viên,10 - 20 triệu,"Yêu cầu ứng viên
- Nữ, từ 18-29 tuổi
- Ngoại hình ưa nhìn
- Không yêu cầu kinh nghiệm
- Biết hát hoặc nhảy là một lợi thế
- Hoạt ngôn, thân thiện, thích giao lưu kết bạn, trò chuyện tâm sự với người hâm mộ.",https://www.topcv.vn/viec-lam/idol-live-tiktok-fulltime-parttime-thu-nhap-10-15-trieu-thang-hoa-hong-phien-live/1678444.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443793
Thương mại điện tử,2 năm,Hà Nội,25-99 nhân viên,12 - 18 triệu,"Yêu cầu ứng viên
Tối thiểu 2 năm kinh nghiệm làm nội dung tik tok (Có link show các sản phẩm đã làm)
Yêu thích sáng tạo, thường xuyên sử dụng tiktok, có đam mê với việc xây dựng nội dung trên tiktok.
Ngoại hình ưa nhìn
Tinh thần trách nhiệm, ham học hỏi, năng động & sáng tạo trong công việc
Chủ động trong công việc, giao tiếp tốt
Có kỹ năng viết tốt, thu hút; văn phong đa dạng phù hợp với nhiều đồi tượng khách hàng khác nhau.
Khả năng sáng tạo và nắm bắt trend tốt, chịu khó tìm tòi insight khách hàng.",https://www.topcv.vn/viec-lam/content-chuyen-doi-02-nam-kinh-nghiem-thu-nhap-trung-binh-12m-di-lam-ngay-tai-nam-tu-liem-hn/1600151.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443793
Viễn thông,Không yêu cầu,Nghệ An,25-99 nhân viên,10 - 15 triệu,"Yêu cầu ứng viên
Nam, nữ độ tuổi từ 21 – 28 tuổi
Chấp nhận sinh viên vừa mới ra trường, chưa có kinh nghiệm được đào tạo làm việc bài bản
Được cung cấp thiết bị làm việc
Tốt nghiệp Cao đẳng, Đại học chính quy
Sử dụng thành thạo máy tính, ưu tiên ứng viên biết sử dụng các phần mềm chỉnh sửa ảnh, video như Photoshop, Capcut, Canva
Có khả năng làm việc nhóm, có tinh thần trách nhiệm, chịu được áp lực công việc và chịu khó;
Có mong muốn gắn bó lâu dài với công ty",https://www.topcv.vn/viec-lam/nhan-vien-video-editor-thu-nhap-tu-10-15-trieu-thang/1648279.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443793
Khác,1 năm,Hà Nội,25-99 nhân viên,Tới 15 triệu,"Yêu cầu ứng viên
- Ứng viên tốt nghiệp Cao đẳng/Đại học trở lên ưu tiên chuyên ngành Marketing, quảng cáo
- Khả năng làm việc độc lập, chịu được áp lực công việc;
- Có ít nhất 01 năm kinh nghiệm thực tế trong lĩnh vực quản lý và vận hành chiến dịch Google Ads.
- Có khả năng viết content, tạo các chiến dịch tiếp thị;
- Tinh thần trách nhiệm cao, chủ động trong công việc và khả năng giải quyết vấn đề.",https://www.topcv.vn/viec-lam/nhan-vien-marketing-google-ads-1-nam-kinh-nghiem-luong-co-ban-upto-15-trieu/1685530.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443793
Thương mại điện tử,Không yêu cầu,Bắc Ninh,100-499 nhân viên,7.9 - 30 triệu,"Yêu cầu ứng viên
Ưu tiên ứng viên đã có kinh nghiệm về MMO, POD, Tiktok shop...
Chấp nhận sinh viên mới ra trường tốt nghiệp các ngành như :QTKD, Công nghệ thông tin, marketing, Thương mại điện tử.....
Sử dụng thành thạo các phần mềm chỉnh sửa: Caput, Canva, AI...
Trung thực, kỉ luật, có tinh thần và thái độ phục vụ khách hàng;
Nhanh nhẹn, có trách nhiệm với công việc, tuân thủ deadline, có tinh thần học hỏi biết tiếp thu ý kiến;
Kỹ năng tiếng anh cơ bản",https://www.topcv.vn/viec-lam/nhan-vien-van-hanh-san-tmdt-tiktok/1387244.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443793
IT - Phần mềm,3 năm,Hà Nội,25-99 nhân viên,12 - 18 triệu,"Yêu cầu ứng viên
Có niềm yêu thích với game
Sử dụng thành thạo các công cụ edit: Premiere, After Effect,..
Có khả năng edit 2D Animation Game
Hiểu biết về các dạng video trên các nền tảng Quảng cáo
Hiểu biết cơ bản về công cục thiết kế: Photoshop, AI,..
Có kinh nghiệm ở ngành game/app tối thiểu 03 năm
Tư duy sáng tạo, bắt kịp xu hướng là một lợi thế",https://www.topcv.vn/viec-lam/video-editor-game-app-mobile/1598834.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443793
Giáo dục / Đào tạo,Không yêu cầu,Hà Nội,25-99 nhân viên,10 - 18 triệu,"Yêu cầu ứng viên
Thành thạo Photoshop, Illustrator; ưu tiên biết Premiere/After Effects.
Sử dụng thành thạo các công cụ thiết kế trực tuyến hiện đại như Canva, Figma, Crello...
Có gu thẩm mỹ tốt, sáng tạo, chịu được áp lực deadline.
Kinh nghiệm tối thiểu 1 năm trong agency, sự kiện hoặc du lịch.
Tư duy làm việc độc lập, phối hợp nhóm tốt, chủ động học hỏi.
Không yêu cầu bằng cấp, chỉ cần portfolio ấn tượng.",https://www.topcv.vn/viec-lam/chuyen-vien-thiet-ke-2d-event-du-lich-thu-nhap-up-to-18m-di-lam-ngay-tai-thanh-xuan-hn/1690290.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443793
In ấn / Xuất bản,1 năm,Hồ Chí Minh,100-499 nhân viên,Thoả thuận,"Yêu cầu ứng viên
• Tốt nghiệp từ cao đẳng trở lên chuyên ngành liên quan: thiết kế, đồ hoạ...
• Thành thạo vi tính văn phòng, biết sử dụng các phần mềm thiết kế như: PTS, AI, COREL,... là một lợi thế
• Ưu tiên ứng viên đã có ít nhất 1 năm kinh nghiệm thiết kế lịch độc quyền
• Tỉ mỉ, sáng tạo, trung thực, nhiệt huyết, có tinh thần trách nhiệm trong công việc.",https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-graphic-designer-quan-3-1-nam-kinh-nghiem-thiet-ke-lich-doc-quyen/1690500.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443793
